provider,date,service,region,usageType,cost,currency,accountId
aws,2026-02-20,ElastiCache,eu-west-1,NodeUsage:cache.r6g.large,61.96,USD,554433221100
aws,2026-02-21,EKS,ap-south-1,EKS-Cluster-Hours,601.62,USD,998877665544
aws,2026-02-21,Redshift,us-east-1,NodeUsage:ra3.xlplus,1524.55,USD,998877665544
aws,2026-02-21,Kinesis,ap-south-1,ShardHour,65.31,USD,554433221100
aws,2026-02-21,ElastiCache,us-west-2,NodeUsage:cache.r6g.large,605.33,USD,998877665544
aws,2026-02-21,DynamoDB,us-west-2,ReadCapacityUnits,38.48,USD,554433221100
aws,2026-02-21,Redshift,eu-central-1,Storage-ByteHrs,764.17,USD,554433221100
aws,2026-02-21,EC2,us-west-2,BoxUsage:r6g.xlarge,271.28,USD,554433221100
aws,2026-02-21,Redshift,sa-east-1,Storage-ByteHrs,1023.16,USD,998877665544
aws,2026-02-21,S3,eu-west-1,Requests-Tier1,112.18,USD,554433221100
aws,2026-02-21,EC2,us-east-1,BoxUsage:r6g.xlarge,316.34,USD,998877665544
aws,2026-02-21,EC2,us-east-1,BoxUsage:c6i.2xlarge,584.36,USD,998877665544
aws,2026-02-22,RDS,us-east-1,InstanceUsage:db.r6g.2xlarge,229.46,USD,554433221100
aws,2026-02-22,S3,us-east-1,DeepArchiveStorage,54.67,USD,554433221100
aws,2026-02-22,Kinesis,us-west-2,PUT-Payload-Units,51.1,USD,887766554433
aws,2026-02-22,CloudFront,eu-west-1,DataTransfer-Out-Bytes,90.22,USD,998877665544
aws,2026-02-22,EC2,eu-west-1,EBS:VolumeUsage.gp3,610.29,USD,998877665544
aws,2026-02-22,RDS,eu-central-1,RDS:Multi-AZ-Storage,1356.98,USD,998877665544
aws,2026-02-22,Redshift,us-east-1,Storage-ByteHrs,824.58,USD,887766554433
aws,2026-02-22,ElastiCache,us-west-2,NodeUsage:cache.r6g.large,299.11,USD,554433221100
aws,2026-02-22,Lambda,sa-east-1,RequestCount,65.17,USD,887766554433
aws,2026-02-22,DynamoDB,sa-east-1,TimedStorage-ByteHrs,29.97,USD,887766554433
aws,2026-02-22,S3,us-east-1,DeepArchiveStorage,63.15,USD,998877665544
aws,2026-02-22,Kinesis,ap-southeast-1,PUT-Payload-Units,18.59,USD,887766554433
aws,2026-02-22,Lambda,eu-central-1,Lambda-GB-Second,41.7,USD,887766554433
aws,2026-02-22,Lambda,us-east-1,RequestCount,95.36,USD,998877665544
aws,2026-02-23,ElastiCache,sa-east-1,NodeUsage:cache.m6g.large,589.54,USD,554433221100
aws,2026-02-23,EKS,ap-southeast-1,Fargate-vCPU-Hours,610.15,USD,998877665544
aws,2026-02-23,ElastiCache,eu-west-1,NodeUsage:cache.m6g.large,734.03,USD,887766554433
aws,2026-02-23,Kinesis,eu-central-1,PUT-Payload-Units,60.23,USD,998877665544
aws,2026-02-23,EC2,eu-west-1,BoxUsage:r6g.xlarge,251.8,USD,554433221100
aws,2026-02-23,CloudFront,ap-southeast-1,Invalidations,71.47,USD,998877665544
aws,2026-02-23,CloudFront,eu-west-1,Invalidations,2.69,USD,887766554433
aws,2026-02-23,Redshift,eu-central-1,NodeUsage:ra3.xlplus,818.13,USD,887766554433
aws,2026-02-23,S3,ap-south-1,DataTransfer-Out-Bytes,81.01,USD,998877665544
aws,2026-02-24,ECS,ap-southeast-1,Fargate-GB-Hours,59.68,USD,887766554433
aws,2026-02-24,ECS,ap-south-1,Fargate-GB-Hours,116.67,USD,887766554433
aws,2026-02-24,S3,ap-southeast-1,Requests-Tier1,136.07,USD,887766554433
aws,2026-02-24,DynamoDB,ap-southeast-1,ReadCapacityUnits,10.43,USD,998877665544
aws,2026-02-24,RDS,ap-south-1,RDS:Multi-AZ-Storage,1173.24,USD,887766554433
aws,2026-02-24,S3,eu-west-1,TimedStorage-ByteHrs,125.2,USD,554433221100
aws,2026-02-24,EKS,sa-east-1,EKS-Cluster-Hours,86.16,USD,998877665544
aws,2026-02-24,EKS,ap-south-1,Fargate-vCPU-Hours,618.18,USD,887766554433
aws,2026-02-24,OpenSearch,sa-east-1,Storage-GP3-ByteHrs,369.56,USD,998877665544
aws,2026-02-24,CloudFront,ap-south-1,DataTransfer-Out-Bytes,96.51,USD,998877665544
aws,2026-02-24,Kinesis,ap-south-1,ShardHour,61.77,USD,998877665544
aws,2026-02-25,ECS,us-west-2,Fargate-vCPU-Hours,8.65,USD,998877665544
aws,2026-02-25,Kinesis,sa-east-1,PUT-Payload-Units,118.66,USD,998877665544
aws,2026-02-25,S3,eu-west-1,DeepArchiveStorage,29.05,USD,554433221100
aws,2026-02-25,Lambda,ap-south-1,RequestCount,85.1,USD,887766554433
aws,2026-02-25,ECS,ap-south-1,Fargate-GB-Hours,125.76,USD,887766554433
aws,2026-02-25,ECS,eu-central-1,Fargate-GB-Hours,20.69,USD,998877665544
aws,2026-02-25,OpenSearch,sa-east-1,Storage-GP3-ByteHrs,206.9,USD,998877665544
aws,2026-02-25,Lambda,ap-southeast-1,RequestCount,8.71,USD,554433221100
aws,2026-02-25,EC2,ap-southeast-1,DataTransfer-Out-Bytes,748.77,USD,554433221100
aws,2026-02-25,RDS,us-west-2,InstanceUsage:db.m6g.xlarge,1392.54,USD,554433221100
aws,2026-02-25,RDS,sa-east-1,RDS:Multi-AZ-Storage,1106.81,USD,554433221100
aws,2026-02-25,CloudFront,sa-east-1,Invalidations,43.2,USD,554433221100
aws,2026-02-25,RDS,us-east-1,RDS:PIOPS-Storage,1156.71,USD,998877665544
aws,2026-02-25,ECS,eu-west-1,Fargate-vCPU-Hours,84.0,USD,998877665544
aws,2026-02-25,EKS,us-west-2,Fargate-vCPU-Hours,468.92,USD,887766554433
aws,2026-02-26,ElastiCache,ap-south-1,NodeUsage:cache.m6g.large,719.76,USD,554433221100
aws,2026-02-26,EC2,ap-southeast-1,BoxUsage:c6i.2xlarge,457.6,USD,998877665544
aws,2026-02-26,EKS,sa-east-1,Fargate-vCPU-Hours,78.38,USD,887766554433
aws,2026-02-26,OpenSearch,eu-central-1,DomainUsage:or1.medium,1508.33,USD,887766554433
aws,2026-02-26,ECS,sa-east-1,Fargate-vCPU-Hours,119.75,USD,887766554433
aws,2026-02-26,EC2,us-east-1,DataTransfer-Out-Bytes,701.49,USD,887766554433
aws,2026-02-26,EKS,us-east-1,Fargate-vCPU-Hours,351.96,USD,554433221100
aws,2026-02-26,S3,ap-south-1,DataTransfer-Out-Bytes,103.16,USD,998877665544
aws,2026-02-26,Lambda,us-east-1,ProvisionedConcurrency,110.12,USD,998877665544
aws,2026-02-26,EC2,eu-central-1,BoxUsage:r6g.xlarge,497.93,USD,998877665544
aws,2026-02-26,DynamoDB,sa-east-1,OnDemandIO-Read,102.07,USD,554433221100
