provider,date,service,region,usageType,cost,currency,accountId
azure,2026-06-13,Blob Storage,eastus,StandardUsage,10.18,USD,776655443322
azure,2026-06-13,Azure SQL,westus2,StandardUsage,31.16,USD,776655443322
azure,2026-06-13,App Service,eastus,StandardUsage,44.94,USD,776655443322
azure,2026-06-14,Virtual Machines,westus2,Standard-VM,110.44,USD,776655443322
azure,2026-06-14,Blob Storage,westus2,StandardUsage,32.36,USD,776655443322
azure,2026-06-14,Azure SQL,westeurope,StandardUsage,39.03,USD,776655443322
azure,2026-06-14,App Service,westus2,StandardUsage,38.68,USD,776655443322
azure,2026-06-15,Virtual Machines,westus2,Standard-VM,125.8,USD,776655443322
azure,2026-06-15,Blob Storage,westus2,StandardUsage,12.31,USD,776655443322
azure,2026-06-15,Azure SQL,eastus,StandardUsage,15.14,USD,776655443322
azure,2026-06-15,App Service,westeurope,StandardUsage,13.06,USD,776655443322
azure,2026-06-16,Virtual Machines,westus2,Standard-VM,86.99,USD,776655443322
azure,2026-06-16,Blob Storage,eastus,StandardUsage,10.52,USD,776655443322
azure,2026-06-16,Azure SQL,eastus,StandardUsage,29.16,USD,776655443322
azure,2026-06-16,App Service,eastus,StandardUsage,29.59,USD,776655443322
azure,2026-06-17,Virtual Machines,eastus,Standard-VM,139.3,USD,776655443322
azure,2026-06-17,Blob Storage,eastus,StandardUsage,12.1,USD,776655443322
azure,2026-06-17,Azure SQL,eastus,StandardUsage,16.77,USD,776655443322
azure,2026-06-17,App Service,westus2,StandardUsage,22.79,USD,776655443322
azure,2026-06-18,Virtual Machines,westeurope,Standard-VM,87.52,USD,776655443322
azure,2026-06-18,Blob Storage,eastus,StandardUsage,12.72,USD,776655443322
azure,2026-06-18,Azure SQL,westeurope,StandardUsage,28.81,USD,776655443322
azure,2026-06-18,App Service,westus2,StandardUsage,25.71,USD,776655443322
azure,2026-06-19,Virtual Machines,eastus,Standard-VM,88.78,USD,776655443322
azure,2026-06-19,Blob Storage,westus2,StandardUsage,16.44,USD,776655443322
azure,2026-06-19,Azure SQL,eastus,StandardUsage,26.38,USD,776655443322
azure,2026-06-19,App Service,westeurope,StandardUsage,20.97,USD,776655443322
azure,2026-06-20,Virtual Machines,westus2,Standard-VM,137.51,USD,776655443322
azure,2026-06-20,Blob Storage,westeurope,StandardUsage,25.45,USD,776655443322
azure,2026-06-20,Azure SQL,westus2,StandardUsage,23.42,USD,776655443322
azure,2026-06-20,App Service,westeurope,StandardUsage,31.1,USD,776655443322
azure,2026-06-21,Virtual Machines,westeurope,Standard-VM,108.66,USD,776655443322
azure,2026-06-21,Blob Storage,westus2,StandardUsage,28.84,USD,776655443322
azure,2026-06-21,Azure SQL,westus2,StandardUsage,25.06,USD,776655443322
azure,2026-06-21,App Service,westeurope,StandardUsage,29.95,USD,776655443322
azure,2026-06-22,Virtual Machines,westeurope,Standard-VM,108.29,USD,776655443322
azure,2026-06-22,Blob Storage,eastus,StandardUsage,37.4,USD,776655443322
azure,2026-06-22,Azure SQL,eastus,StandardUsage,29.05,USD,776655443322
azure,2026-06-22,App Service,westeurope,StandardUsage,19.8,USD,776655443322
azure,2026-06-23,Virtual Machines,eastus,Standard-VM,106.29,USD,776655443322
azure,2026-06-23,Blob Storage,eastus,StandardUsage,23.56,USD,776655443322
azure,2026-06-23,Azure SQL,eastus,StandardUsage,11.57,USD,776655443322
azure,2026-06-23,App Service,westus2,StandardUsage,39.4,USD,776655443322
azure,2026-06-24,Virtual Machines,westus2,Standard-VM,103.49,USD,776655443322
azure,2026-06-24,Blob Storage,westeurope,StandardUsage,11.15,USD,776655443322
azure,2026-06-24,Azure SQL,westeurope,StandardUsage,19.29,USD,776655443322
azure,2026-06-24,App Service,eastus,StandardUsage,21.28,USD,776655443322
azure,2026-06-25,Virtual Machines,westus2,Standard-VM,82.21,USD,776655443322
azure,2026-06-25,Blob Storage,westeurope,StandardUsage,32.3,USD,776655443322
azure,2026-06-25,Azure SQL,westeurope,StandardUsage,34.75,USD,776655443322
azure,2026-06-25,App Service,eastus,StandardUsage,44.14,USD,776655443322
azure,2026-06-26,Virtual Machines,eastus,Standard-VM,99.96,USD,776655443322
azure,2026-06-26,Blob Storage,westus2,StandardUsage,11.86,USD,776655443322
azure,2026-06-26,Azure SQL,westeurope,StandardUsage,42.2,USD,776655443322
azure,2026-06-26,App Service,eastus,StandardUsage,31.55,USD,776655443322
azure,2026-06-27,Virtual Machines,eastus,Standard-VM,87.7,USD,776655443322
azure,2026-06-27,Blob Storage,westus2,StandardUsage,31.8,USD,776655443322
azure,2026-06-27,Azure SQL,westeurope,StandardUsage,28.69,USD,776655443322
azure,2026-06-27,App Service,eastus,StandardUsage,43.6,USD,776655443322
azure,2026-06-28,Virtual Machines,eastus,Standard-VM,139.84,USD,776655443322
azure,2026-06-28,Blob Storage,westus2,StandardUsage,14.26,USD,776655443322
azure,2026-06-28,Azure SQL,westeurope,StandardUsage,10.0,USD,776655443322
azure,2026-06-28,App Service,westeurope,StandardUsage,26.77,USD,776655443322
azure,2026-06-29,Virtual Machines,eastus,Standard-VM,115.88,USD,776655443322
azure,2026-06-29,Blob Storage,westeurope,StandardUsage,14.14,USD,776655443322
azure,2026-06-29,Azure SQL,westus2,StandardUsage,20.17,USD,776655443322
azure,2026-06-29,App Service,westeurope,StandardUsage,15.44,USD,776655443322
azure,2026-06-30,Virtual Machines,westus2,Standard-VM,103.18,USD,776655443322
azure,2026-06-30,Blob Storage,westeurope,StandardUsage,36.36,USD,776655443322
azure,2026-06-30,Azure SQL,westus2,StandardUsage,31.57,USD,776655443322
azure,2026-06-30,App Service,eastus,StandardUsage,12.7,USD,776655443322
azure,2026-07-01,Virtual Machines,westeurope,Standard-VM,105.01,USD,776655443322
azure,2026-07-01,Blob Storage,westus2,StandardUsage,43.01,USD,776655443322
azure,2026-07-01,Azure SQL,westus2,StandardUsage,29.6,USD,776655443322
azure,2026-07-01,App Service,westus2,StandardUsage,13.25,USD,776655443322
azure,2026-07-02,Virtual Machines,eastus,Standard-VM,84.23,USD,776655443322
azure,2026-07-02,Blob Storage,westus2,StandardUsage,35.33,USD,776655443322
azure,2026-07-02,Azure SQL,westeurope,StandardUsage,15.3,USD,776655443322
azure,2026-07-02,App Service,westeurope,StandardUsage,29.52,USD,776655443322
azure,2026-07-03,Virtual Machines,westeurope,Standard-VM,99.21,USD,776655443322
azure,2026-07-03,Blob Storage,westus2,StandardUsage,15.41,USD,776655443322
azure,2026-07-03,Azure SQL,westus2,StandardUsage,15.78,USD,776655443322
azure,2026-07-03,App Service,westus2,StandardUsage,35.2,USD,776655443322
azure,2026-07-04,Virtual Machines,westeurope,Standard-VM,97.82,USD,776655443322
azure,2026-07-04,Blob Storage,eastus,StandardUsage,13.06,USD,776655443322
azure,2026-07-04,Azure SQL,eastus,StandardUsage,14.87,USD,776655443322
azure,2026-07-04,App Service,westus2,StandardUsage,26.43,USD,776655443322
azure,2026-07-05,Virtual Machines,eastus,Standard-VM,115.11,USD,776655443322
azure,2026-07-05,Blob Storage,westus2,StandardUsage,35.17,USD,776655443322
azure,2026-07-05,Azure SQL,westeurope,StandardUsage,24.16,USD,776655443322
azure,2026-07-05,App Service,eastus,StandardUsage,19.03,USD,776655443322
azure,2026-07-06,Virtual Machines,westus2,Standard-VM,132.88,USD,776655443322
azure,2026-07-06,Blob Storage,westus2,StandardUsage,32.49,USD,776655443322
azure,2026-07-06,Azure SQL,westus2,StandardUsage,25.46,USD,776655443322
azure,2026-07-06,App Service,westeurope,StandardUsage,33.91,USD,776655443322
azure,2026-07-07,Virtual Machines,westeurope,Standard-VM,131.92,USD,776655443322
azure,2026-07-07,Blob Storage,westeurope,StandardUsage,44.77,USD,776655443322
azure,2026-07-07,Azure SQL,westus2,StandardUsage,40.72,USD,776655443322
azure,2026-07-07,App Service,westeurope,StandardUsage,13.61,USD,776655443322
azure,2026-07-08,Virtual Machines,westeurope,Standard-VM,87.24,USD,776655443322
azure,2026-07-08,Blob Storage,westus2,StandardUsage,34.27,USD,776655443322
azure,2026-07-08,Azure SQL,westus2,StandardUsage,30.55,USD,776655443322
azure,2026-07-08,App Service,westeurope,StandardUsage,17.62,USD,776655443322
azure,2026-07-09,Virtual Machines,westus2,Standard-VM,91.08,USD,776655443322
azure,2026-07-09,Blob Storage,eastus,StandardUsage,25.08,USD,776655443322
azure,2026-07-09,Azure SQL,westus2,StandardUsage,16.37,USD,776655443322
azure,2026-07-09,App Service,westus2,StandardUsage,21.78,USD,776655443322
azure,2026-07-10,Virtual Machines,westeurope,Standard-VM,97.29,USD,776655443322
azure,2026-07-10,Blob Storage,westeurope,StandardUsage,15.3,USD,776655443322
azure,2026-07-10,Azure SQL,westeurope,StandardUsage,34.25,USD,776655443322
azure,2026-07-10,App Service,eastus,StandardUsage,33.57,USD,776655443322
azure,2026-07-11,Virtual Machines,eastus,Standard-VM,106.31,USD,776655443322
azure,2026-07-11,Blob Storage,westus2,StandardUsage,33.19,USD,776655443322
azure,2026-07-11,Azure SQL,westeurope,StandardUsage,14.1,USD,776655443322
azure,2026-07-11,App Service,eastus,StandardUsage,22.52,USD,776655443322
azure,2026-07-12,Virtual Machines,westus2,Standard-VM,95.7,USD,776655443322
azure,2026-07-12,Blob Storage,eastus,StandardUsage,14.86,USD,776655443322
azure,2026-07-12,Azure SQL,eastus,StandardUsage,33.34,USD,776655443322
azure,2026-07-12,App Service,eastus,StandardUsage,31.37,USD,776655443322
azure,2026-07-13,Virtual Machines,westus2,Standard-VM,105.32,USD,776655443322
azure,2026-07-13,Blob Storage,westeurope,StandardUsage,30.35,USD,776655443322
azure,2026-07-13,Azure SQL,westeurope,StandardUsage,28.33,USD,776655443322
azure,2026-07-13,App Service,westeurope,StandardUsage,23.71,USD,776655443322
azure,2026-07-14,Virtual Machines,westeurope,Standard-VM,121.0,USD,776655443322
azure,2026-07-14,Blob Storage,eastus,StandardUsage,24.87,USD,776655443322
azure,2026-07-14,Azure SQL,westus2,StandardUsage,31.72,USD,776655443322
azure,2026-07-14,App Service,westeurope,StandardUsage,33.36,USD,776655443322
azure,2026-07-15,Virtual Machines,westus2,HighCapacity-VM-Spike,6120.37,USD,776655443322
azure,2026-07-15,Blob Storage,eastus,StandardUsage,20.76,USD,776655443322
azure,2026-07-15,Azure SQL,westus2,StandardUsage,44.29,USD,776655443322
azure,2026-07-15,App Service,westus2,StandardUsage,29.15,USD,776655443322
azure,2026-07-16,Virtual Machines,westeurope,Standard-VM,95.28,USD,776655443322
azure,2026-07-16,Blob Storage,westeurope,StandardUsage,31.6,USD,776655443322
azure,2026-07-16,Azure SQL,westeurope,StandardUsage,28.58,USD,776655443322
azure,2026-07-16,App Service,eastus,StandardUsage,38.49,USD,776655443322
azure,2026-07-17,Virtual Machines,westeurope,Standard-VM,133.76,USD,776655443322
azure,2026-07-17,Blob Storage,eastus,StandardUsage,27.89,USD,776655443322
azure,2026-07-17,Azure SQL,westus2,StandardUsage,35.02,USD,776655443322
azure,2026-07-17,App Service,westeurope,StandardUsage,13.92,USD,776655443322
azure,2026-07-18,Virtual Machines,westus2,Standard-VM,123.04,USD,776655443322
azure,2026-07-18,Blob Storage,westus2,StandardUsage,10.94,USD,776655443322
azure,2026-07-18,Azure SQL,westus2,StandardUsage,21.75,USD,776655443322
azure,2026-07-18,App Service,westus2,StandardUsage,11.05,USD,776655443322
azure,2026-07-19,Virtual Machines,eastus,Standard-VM,80.15,USD,776655443322
azure,2026-07-19,Blob Storage,eastus,StandardUsage,10.53,USD,776655443322
azure,2026-07-19,Azure SQL,eastus,StandardUsage,44.18,USD,776655443322
azure,2026-07-19,App Service,westeurope,StandardUsage,12.51,USD,776655443322
azure,2026-07-20,Virtual Machines,westeurope,Standard-VM,98.97,USD,776655443322
azure,2026-07-20,Blob Storage,westeurope,StandardUsage,28.73,USD,776655443322
azure,2026-07-20,Azure SQL,westus2,StandardUsage,34.35,USD,776655443322
azure,2026-07-20,App Service,westeurope,StandardUsage,28.71,USD,776655443322
azure,2026-07-21,Virtual Machines,eastus,Standard-VM,105.7,USD,776655443322
azure,2026-07-21,Blob Storage,westus2,StandardUsage,11.64,USD,776655443322
azure,2026-07-21,Azure SQL,westeurope,StandardUsage,20.75,USD,776655443322
azure,2026-07-21,App Service,eastus,StandardUsage,15.75,USD,776655443322
azure,2026-07-22,Virtual Machines,eastus,Standard-VM,105.32,USD,776655443322
azure,2026-07-22,Blob Storage,westus2,StandardUsage,39.13,USD,776655443322
azure,2026-07-22,Azure SQL,westeurope,StandardUsage,15.39,USD,776655443322
azure,2026-07-22,App Service,westus2,StandardUsage,34.31,USD,776655443322
azure,2026-07-23,Virtual Machines,westeurope,Standard-VM,131.05,USD,776655443322
azure,2026-07-23,Blob Storage,westeurope,StandardUsage,32.28,USD,776655443322
azure,2026-07-23,Azure SQL,westeurope,StandardUsage,41.78,USD,776655443322
azure,2026-07-23,App Service,westus2,StandardUsage,33.15,USD,776655443322
azure,2026-07-24,Virtual Machines,westeurope,Standard-VM,136.31,USD,776655443322
azure,2026-07-24,Blob Storage,westeurope,StandardUsage,43.16,USD,776655443322
azure,2026-07-24,Azure SQL,eastus,StandardUsage,36.83,USD,776655443322
azure,2026-07-24,App Service,eastus,StandardUsage,19.1,USD,776655443322
azure,2026-07-25,Virtual Machines,eastus,Standard-VM,125.82,USD,776655443322
azure,2026-07-25,Blob Storage,westeurope,StandardUsage,34.39,USD,776655443322
azure,2026-07-25,Azure SQL,eastus,StandardUsage,25.96,USD,776655443322
azure,2026-07-25,App Service,westus2,StandardUsage,19.89,USD,776655443322
azure,2026-07-26,Virtual Machines,eastus,Standard-VM,104.18,USD,776655443322
azure,2026-07-26,Blob Storage,eastus,StandardUsage,19.9,USD,776655443322
azure,2026-07-26,Azure SQL,eastus,StandardUsage,16.04,USD,776655443322
azure,2026-07-26,App Service,westus2,StandardUsage,20.22,USD,776655443322
azure,2026-07-27,Virtual Machines,westeurope,Standard-VM,126.92,USD,776655443322
azure,2026-07-27,Blob Storage,westus2,StandardUsage,27.27,USD,776655443322
azure,2026-07-27,Azure SQL,westus2,StandardUsage,22.95,USD,776655443322
azure,2026-07-27,App Service,westus2,StandardUsage,11.96,USD,776655443322
azure,2026-07-28,Virtual Machines,eastus,Standard-VM,112.67,USD,776655443322
azure,2026-07-28,Blob Storage,eastus,StandardUsage,36.02,USD,776655443322
azure,2026-07-28,Azure SQL,eastus,StandardUsage,20.45,USD,776655443322
azure,2026-07-28,App Service,westus2,StandardUsage,42.57,USD,776655443322
azure,2026-07-29,Virtual Machines,eastus,Standard-VM,138.64,USD,776655443322
azure,2026-07-29,Blob Storage,westus2,StandardUsage,20.45,USD,776655443322
azure,2026-07-29,Azure SQL,westus2,StandardUsage,14.66,USD,776655443322
azure,2026-07-29,App Service,eastus,StandardUsage,26.58,USD,776655443322
azure,2026-07-30,Virtual Machines,westus2,Standard-VM,99.23,USD,776655443322
azure,2026-07-30,Blob Storage,westeurope,StandardUsage,41.79,USD,776655443322
azure,2026-07-30,Azure SQL,eastus,StandardUsage,28.42,USD,776655443322
azure,2026-07-30,App Service,westeurope,StandardUsage,10.04,USD,776655443322
