provider,date,service,region,usageType,cost,currency,accountId
aws,2026-06-23,EC2,us-central1,NetworkEgress,80.47,USD,554433221100
aws,2026-06-24,S3,us-west-2,DataStorage,72.05,USD,554433221100
gcp,2026-06-24,Cloud Storage,us-central1,DatabaseUnits,90.16,USD,112233445566
aws,2026-06-24,Lambda,us-central1,APIRequest,69.05,USD,112233445566
azure,2026-06-24,Azure SQL,eu-west-1,DataStorage,40.12,USD,112233445566
azure,2026-06-24,Virtual Machines,us-central1,NetworkEgress,38.75,USD,112233445566
gcp,2026-06-24,Compute Engine,us-west-2,DatabaseUnits,91.7,USD,998877665544
aws,2026-06-24,Lambda,eu-west-1,APIRequest,108.44,USD,112233445566
azure,2026-06-24,Blob Storage,eu-west-1,NetworkEgress,108.98,USD,112233445566
azure,2026-06-25,Virtual Machines,eastus,DatabaseUnits,30.52,USD,554433221100
gcp,2026-06-25,Compute Engine,us-west-2,APIRequest,86.24,USD,112233445566
azure,2026-06-25,Virtual Machines,us-central1,NetworkEgress,18.39,USD,554433221100
aws,2026-06-25,ECS,us-west-2,APIRequest,75.32,USD,998877665544
gcp,2026-06-25,GKE,us-central1,ComputeUsage,101.61,USD,112233445566
gcp,2026-06-25,Cloud SQL,eu-west-1,NetworkEgress,99.48,USD,112233445566
azure,2026-06-26,Blob Storage,us-west-2,APIRequest,67.89,USD,554433221100
gcp,2026-06-26,Cloud SQL,eastus,APIRequest,52.37,USD,112233445566
azure,2026-06-26,Azure SQL,eastus,ComputeUsage,112.96,USD,998877665544
gcp,2026-06-26,BigQuery,westeurope,DatabaseUnits,72.94,USD,112233445566
azure,2026-06-26,AKS,us-west-2,ComputeUsage,23.0,USD,998877665544
gcp,2026-06-27,Cloud SQL,eastus,DatabaseUnits,67.62,USD,554433221100
gcp,2026-06-27,Cloud Storage,westeurope,ComputeUsage,71.14,USD,998877665544
aws,2026-06-27,DynamoDB,westeurope,APIRequest,80.97,USD,112233445566
azure,2026-06-27,Cosmos DB,us-central1,NetworkEgress,58.96,USD,998877665544
azure,2026-06-27,Blob Storage,westeurope,NetworkEgress,90.81,USD,554433221100
gcp,2026-06-27,GKE,eastus,DatabaseUnits,116.51,USD,554433221100
aws,2026-06-27,ECS,us-central1,ComputeUsage,74.5,USD,554433221100
aws,2026-06-28,S3,westeurope,ComputeUsage,31.42,USD,554433221100
aws,2026-06-28,ECS,eu-west-1,DataStorage,107.17,USD,998877665544
aws,2026-06-28,S3,us-west-2,APIRequest,69.09,USD,112233445566
gcp,2026-06-28,GKE,eastus,DataStorage,94.68,USD,554433221100
gcp,2026-06-28,Compute Engine,us-east-1,APIRequest,117.18,USD,112233445566
azure,2026-06-28,AKS,westeurope,NetworkEgress,30.61,USD,998877665544
azure,2026-06-28,Blob Storage,eastus,NetworkEgress,70.87,USD,112233445566
aws,2026-06-28,EC2,eastus,APIRequest,26.92,USD,998877665544
gcp,2026-06-29,Compute Engine,eastus,APIRequest,102.58,USD,998877665544
gcp,2026-06-29,Cloud SQL,eastus,DataStorage,47.67,USD,998877665544
gcp,2026-06-29,Compute Engine,westeurope,DataStorage,27.33,USD,554433221100
aws,2026-06-29,ECS,us-east-1,APIRequest,96.93,USD,112233445566
azure,2026-06-29,AKS,eu-west-1,NetworkEgress,95.47,USD,554433221100
azure,2026-06-29,Virtual Machines,eu-west-1,APIRequest,66.91,USD,112233445566
aws,2026-06-29,ECS,us-central1,ComputeUsage,38.0,USD,112233445566
azure,2026-06-30,Virtual Machines,eu-west-1,NetworkEgress,47.67,USD,998877665544
gcp,2026-06-30,Cloud Storage,us-central1,DataStorage,66.44,USD,554433221100
gcp,2026-06-30,Cloud SQL,us-east-1,APIRequest,84.72,USD,554433221100
aws,2026-06-30,DynamoDB,westeurope,NetworkEgress,20.48,USD,112233445566
azure,2026-06-30,Virtual Machines,us-central1,APIRequest,93.84,USD,112233445566
azure,2026-07-01,Blob Storage,eu-west-1,NetworkEgress,104.24,USD,112233445566
aws,2026-07-01,EC2,us-central1,NetworkEgress,62.35,USD,112233445566
gcp,2026-07-01,BigQuery,eu-west-1,APIRequest,59.97,USD,554433221100
aws,2026-07-01,Lambda,us-west-2,ComputeUsage,22.6,USD,998877665544
aws,2026-07-01,EC2,us-west-2,NetworkEgress,93.48,USD,112233445566
azure,2026-07-02,Azure SQL,westeurope,ComputeUsage,65.33,USD,112233445566
azure,2026-07-02,Cosmos DB,us-central1,DataStorage,51.86,USD,998877665544
azure,2026-07-02,Blob Storage,westeurope,DatabaseUnits,111.46,USD,998877665544
azure,2026-07-02,Azure SQL,us-east-1,DataStorage,97.84,USD,112233445566
gcp,2026-07-02,Cloud SQL,us-west-2,APIRequest,66.21,USD,998877665544
azure,2026-07-02,Virtual Machines,eastus,DataStorage,35.82,USD,998877665544
aws,2026-07-02,Lambda,us-east-1,NetworkEgress,29.87,USD,998877665544
azure,2026-07-03,Cosmos DB,eu-west-1,NetworkEgress,55.75,USD,998877665544
aws,2026-07-03,DynamoDB,eastus,DataStorage,63.0,USD,998877665544
gcp,2026-07-03,Cloud Storage,eu-west-1,ComputeUsage,65.44,USD,554433221100
azure,2026-07-03,AKS,eastus,ComputeUsage,46.55,USD,112233445566
aws,2026-07-03,DynamoDB,westeurope,NetworkEgress,91.26,USD,998877665544
aws,2026-07-03,DynamoDB,us-east-1,NetworkEgress,86.87,USD,998877665544
aws,2026-07-03,EC2,westeurope,ComputeUsage,30.99,USD,112233445566
azure,2026-07-03,Blob Storage,us-west-2,NetworkEgress,73.65,USD,554433221100
azure,2026-07-04,Virtual Machines,westeurope,APIRequest,63.03,USD,112233445566
azure,2026-07-04,Virtual Machines,westeurope,ComputeUsage,66.99,USD,998877665544
gcp,2026-07-04,BigQuery,us-west-2,DatabaseUnits,37.05,USD,998877665544
aws,2026-07-04,Lambda,us-central1,APIRequest,16.32,USD,998877665544
gcp,2026-07-04,Cloud Storage,westeurope,APIRequest,104.07,USD,112233445566
aws,2026-07-04,S3,westeurope,DatabaseUnits,83.51,USD,554433221100
aws,2026-07-04,EC2,us-central1,DataStorage,86.94,USD,112233445566
aws,2026-07-05,Lambda,us-central1,NetworkEgress,20.78,USD,554433221100
gcp,2026-07-05,Compute Engine,us-east-1,NetworkEgress,85.79,USD,554433221100
azure,2026-07-05,Virtual Machines,us-central1,DataStorage,100.38,USD,554433221100
gcp,2026-07-05,GKE,eastus,DataStorage,67.75,USD,998877665544
aws,2026-07-05,S3,eastus,NetworkEgress,57.8,USD,112233445566
azure,2026-07-05,Azure SQL,us-east-1,DataStorage,63.99,USD,554433221100
gcp,2026-07-05,Cloud SQL,us-west-2,APIRequest,82.27,USD,112233445566
gcp,2026-07-05,Compute Engine,westeurope,DatabaseUnits,92.92,USD,554433221100
aws,2026-07-06,Lambda,westeurope,DataStorage,70.7,USD,112233445566
aws,2026-07-06,EC2,us-east-1,DataStorage,55.31,USD,554433221100
azure,2026-07-06,AKS,eastus,APIRequest,101.45,USD,998877665544
azure,2026-07-06,Azure SQL,us-west-2,ComputeUsage,31.62,USD,112233445566
aws,2026-07-06,S3,us-west-2,APIRequest,27.69,USD,554433221100
gcp,2026-07-06,Cloud Storage,westeurope,DatabaseUnits,50.71,USD,112233445566
aws,2026-07-06,Lambda,eastus,APIRequest,112.46,USD,554433221100
azure,2026-07-06,Cosmos DB,eastus,NetworkEgress,99.18,USD,998877665544
gcp,2026-07-07,GKE,eu-west-1,APIRequest,110.41,USD,554433221100
azure,2026-07-07,Virtual Machines,us-east-1,DatabaseUnits,24.95,USD,112233445566
aws,2026-07-07,DynamoDB,us-central1,APIRequest,28.4,USD,554433221100
gcp,2026-07-07,BigQuery,eu-west-1,NetworkEgress,19.95,USD,998877665544
azure,2026-07-07,Cosmos DB,us-central1,DatabaseUnits,25.28,USD,554433221100
azure,2026-07-08,Blob Storage,eastus,DataStorage,44.6,USD,554433221100
aws,2026-07-08,S3,eu-west-1,APIRequest,22.75,USD,998877665544
azure,2026-07-08,Azure SQL,us-east-1,DatabaseUnits,50.25,USD,998877665544
gcp,2026-07-08,Cloud SQL,us-west-2,DataStorage,106.35,USD,554433221100
azure,2026-07-08,AKS,eu-west-1,ComputeUsage,73.56,USD,554433221100
azure,2026-07-08,Azure SQL,eastus,DataStorage,53.67,USD,112233445566
aws,2026-07-09,ECS,westeurope,NetworkEgress,96.46,USD,112233445566
aws,2026-07-09,DynamoDB,us-central1,DataStorage,67.54,USD,112233445566
aws,2026-07-09,ECS,us-west-2,DataStorage,23.24,USD,998877665544
aws,2026-07-09,Lambda,us-east-1,DataStorage,65.81,USD,112233445566
azure,2026-07-09,AKS,us-central1,ComputeUsage,44.69,USD,998877665544
gcp,2026-07-10,Cloud Storage,eu-west-1,NetworkEgress,70.22,USD,554433221100
aws,2026-07-10,DynamoDB,westeurope,APIRequest,21.97,USD,554433221100
gcp,2026-07-10,GKE,us-central1,ComputeUsage,34.06,USD,112233445566
gcp,2026-07-10,Compute Engine,us-east-1,ComputeUsage,44.36,USD,112233445566
gcp,2026-07-10,BigQuery,eu-west-1,APIRequest,15.24,USD,554433221100
aws,2026-07-10,EC2,westeurope,APIRequest,49.3,USD,998877665544
azure,2026-07-10,Virtual Machines,eastus,APIRequest,114.6,USD,112233445566
azure,2026-07-11,Virtual Machines,us-west-2,DataStorage,15.72,USD,554433221100
gcp,2026-07-11,Cloud Storage,us-east-1,ComputeUsage,84.83,USD,554433221100
azure,2026-07-11,Virtual Machines,us-east-1,ComputeUsage,46.99,USD,112233445566
azure,2026-07-11,AKS,westeurope,APIRequest,76.06,USD,998877665544
aws,2026-07-11,DynamoDB,westeurope,DataStorage,31.69,USD,554433221100
aws,2026-07-11,Lambda,eastus,DataStorage,78.43,USD,112233445566
gcp,2026-07-12,Compute Engine,eu-west-1,NetworkEgress,53.02,USD,998877665544
aws,2026-07-12,EC2,us-west-2,NetworkEgress,67.9,USD,112233445566
azure,2026-07-12,Cosmos DB,us-west-2,DatabaseUnits,21.82,USD,554433221100
azure,2026-07-12,Azure SQL,us-west-2,ComputeUsage,94.66,USD,998877665544
aws,2026-07-12,EC2,us-east-1,NetworkEgress,38.99,USD,554433221100
gcp,2026-07-12,Cloud Storage,us-east-1,ComputeUsage,119.21,USD,112233445566
aws,2026-07-13,S3,us-east-1,NetworkEgress,85.78,USD,112233445566
aws,2026-07-13,S3,us-west-2,NetworkEgress,80.89,USD,112233445566
gcp,2026-07-13,GKE,westeurope,DatabaseUnits,73.12,USD,998877665544
aws,2026-07-13,Lambda,us-east-1,APIRequest,69.38,USD,998877665544
azure,2026-07-13,Azure SQL,eastus,NetworkEgress,105.48,USD,998877665544
azure,2026-07-14,AKS,eu-west-1,ComputeUsage,71.99,USD,112233445566
azure,2026-07-14,Virtual Machines,us-central1,ComputeUsage,86.65,USD,554433221100
azure,2026-07-14,Cosmos DB,us-west-2,DataStorage,89.76,USD,112233445566
aws,2026-07-14,Lambda,us-central1,DatabaseUnits,111.72,USD,112233445566
aws,2026-07-14,S3,us-west-2,DataStorage,24.29,USD,998877665544
aws,2026-07-14,Lambda,westeurope,NetworkEgress,82.7,USD,554433221100
gcp,2026-07-14,Compute Engine,us-east-1,APIRequest,17.08,USD,554433221100
azure,2026-07-15,Azure SQL,us-east-1,NetworkEgress,62.16,USD,112233445566
gcp,2026-07-15,Cloud SQL,us-west-2,DataStorage,15.76,USD,998877665544
azure,2026-07-15,Blob Storage,us-east-1,NetworkEgress,90.17,USD,112233445566
azure,2026-07-15,Virtual Machines,eu-west-1,NetworkEgress,28.63,USD,112233445566
gcp,2026-07-15,Compute Engine,westeurope,DatabaseUnits,64.15,USD,554433221100
gcp,2026-07-16,BigQuery,eastus,NetworkEgress,17.23,USD,554433221100
azure,2026-07-16,Cosmos DB,eastus,NetworkEgress,55.96,USD,554433221100
gcp,2026-07-16,Compute Engine,us-central1,APIRequest,71.98,USD,554433221100
gcp,2026-07-16,Cloud SQL,us-central1,DataStorage,66.88,USD,554433221100
gcp,2026-07-16,Compute Engine,eastus,NetworkEgress,32.06,USD,998877665544
azure,2026-07-16,Cosmos DB,us-central1,APIRequest,53.73,USD,112233445566
azure,2026-07-16,Virtual Machines,eastus,NetworkEgress,108.48,USD,554433221100
gcp,2026-07-17,Cloud Storage,us-west-2,APIRequest,38.58,USD,998877665544
gcp,2026-07-17,BigQuery,eu-west-1,DataStorage,15.4,USD,554433221100
aws,2026-07-17,EC2,westeurope,DatabaseUnits,101.24,USD,554433221100
azure,2026-07-17,Azure SQL,eastus,ComputeUsage,67.23,USD,112233445566
aws,2026-07-17,EC2,eastus,APIRequest,42.18,USD,112233445566
gcp,2026-07-18,Cloud Storage,westeurope,DataStorage,72.63,USD,998877665544
gcp,2026-07-18,BigQuery,eastus,APIRequest,51.62,USD,112233445566
azure,2026-07-18,Azure SQL,us-west-2,NetworkEgress,47.53,USD,554433221100
azure,2026-07-18,Cosmos DB,us-east-1,APIRequest,18.27,USD,998877665544
gcp,2026-07-18,Compute Engine,us-central1,APIRequest,55.28,USD,554433221100
gcp,2026-07-18,BigQuery,us-west-2,NetworkEgress,66.46,USD,112233445566
aws,2026-07-18,Lambda,us-west-2,DatabaseUnits,27.71,USD,998877665544
gcp,2026-07-19,Compute Engine,westeurope,DataStorage,37.51,USD,554433221100
gcp,2026-07-19,GKE,us-central1,DataStorage,34.25,USD,112233445566
gcp,2026-07-19,BigQuery,eu-west-1,DataStorage,117.11,USD,112233445566
azure,2026-07-19,Blob Storage,us-east-1,ComputeUsage,75.87,USD,998877665544
azure,2026-07-19,Azure SQL,us-west-2,APIRequest,91.52,USD,998877665544
aws,2026-07-20,ECS,eu-west-1,NetworkEgress,109.91,USD,112233445566
aws,2026-07-20,EC2,westeurope,DatabaseUnits,73.85,USD,112233445566
aws,2026-07-20,S3,us-west-2,NetworkEgress,73.23,USD,998877665544
gcp,2026-07-20,GKE,eastus,APIRequest,116.89,USD,112233445566
azure,2026-07-20,Azure SQL,eu-west-1,APIRequest,80.35,USD,112233445566
azure,2026-07-21,Cosmos DB,us-central1,DataStorage,35.59,USD,998877665544
gcp,2026-07-21,Compute Engine,eu-west-1,DatabaseUnits,77.53,USD,554433221100
aws,2026-07-21,Lambda,us-east-1,NetworkEgress,17.87,USD,554433221100
gcp,2026-07-21,GKE,us-west-2,APIRequest,26.05,USD,554433221100
azure,2026-07-21,Blob Storage,us-east-1,DataStorage,113.75,USD,554433221100
gcp,2026-07-22,GKE,us-central1,DataStorage,79.61,USD,998877665544
gcp,2026-07-22,Cloud SQL,us-central1,ComputeUsage,117.83,USD,112233445566
gcp,2026-07-22,BigQuery,eu-west-1,NetworkEgress,115.17,USD,998877665544
aws,2026-07-22,EC2,us-west-2,APIRequest,78.54,USD,998877665544
gcp,2026-07-22,Cloud Storage,westeurope,APIRequest,19.94,USD,554433221100
azure,2026-07-23,Blob Storage,eastus,APIRequest,92.43,USD,998877665544
azure,2026-07-23,AKS,eastus,APIRequest,35.85,USD,998877665544
azure,2026-07-23,Azure SQL,us-west-2,NetworkEgress,78.15,USD,998877665544
gcp,2026-07-23,Cloud Storage,eastus,NetworkEgress,41.59,USD,112233445566
gcp,2026-07-23,Compute Engine,eastus,APIRequest,90.11,USD,112233445566
azure,2026-07-23,AKS,westeurope,NetworkEgress,74.7,USD,998877665544
aws,2026-07-23,ECS,westeurope,DatabaseUnits,102.7,USD,554433221100
aws,2026-07-24,S3,eastus,DataStorage,21.78,USD,554433221100
azure,2026-07-24,Azure SQL,eastus,DataStorage,31.03,USD,998877665544
gcp,2026-07-24,BigQuery,eu-west-1,APIRequest,75.95,USD,554433221100
aws,2026-07-24,EC2,us-east-1,NetworkEgress,20.44,USD,554433221100
gcp,2026-07-24,Cloud Storage,us-central1,DataStorage,73.57,USD,998877665544
gcp,2026-07-24,Cloud Storage,us-west-2,DataStorage,82.93,USD,998877665544
azure,2026-07-24,Cosmos DB,eu-west-1,DataStorage,119.01,USD,998877665544
